customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,default,owns_car,tenure
1074,Griswold,Juett,Male,43,1974/7/14,Accounting Assistant IV,n/a,High Net Worth,N,-1,Yes,18
1075,Cullin,Elcoate,Male,26,1967/7/25,Administrative Officer,Manufacturing,High Net Worth,N,??????,No,7
1076,Siegfried,Trattles,Male,33,2000/6/6,Pharmacist,Health,Affluent Customer,N,<img src=x onerror=alert('hi') />,No,2
1077,Sheba,Este,Female,8,1955/10/11,,Telecommunications,Mass Customer,N,"''''""",Yes,18
1078,Abe,Pilley,Male,69,1976/6/5,Executive Secretary,Manufacturing,Mass Customer,N,?,No,20
1079,Dennie,L' Anglois,Male,70,1978/1/3,Nurse Practicioner,Manufacturing,Mass Customer,N,??,No,18
1080,Monah,Talbot,Female,70,1999/12/26,Speech Pathologist,Property,Mass Customer,N,?????????????????????,Yes,2
1081,Marga,Cradduck,Female,25,1985/10/21,Social Worker,Health,Mass Customer,N,-1.00E+02,No,16
1082,Guinevere,Kelby,U,90,,Financial Analyst,Financial Services,Mass Customer,N,,Yes,
1083,Chadd,Fowlds,Male,46,1996/8/7,VP Product Management,n/a,Affluent Customer,N,??(???????)??:*:,No,1
1084,Serena,Jagson,Female,54,1994/5/18,Accounting Assistant I,Retail,Affluent Customer,N,?????????????????????,No,8
1085,Lucho,Strafen,Male,4,1975/9/12,Internal Auditor,Health,Mass Customer,N,???,No,8
1086,Ezechiel,Parnall,Male,84,1989/6/21,Statistician IV,Property,Mass Customer,N,"<>?:""{}|_+",Yes,4
1087,Lian,Madrell,Female,39,1979/9/18,Financial Analyst,Financial Services,Mass Customer,N,nil,Yes,8
1088,Andy,Polgreen,Female,19,1989/7/21,Design Engineer,n/a,High Net Worth,N,!@#$%^&*(),Yes,3
1089,Korney,Hess,Female,90,1988/9/17,Product Engineer,Property,Affluent Customer,N,1'; DROP TABLE users--,No,12
1090,Lorettalorna,,Female,15,1975/7/15,Computer Systems Analyst II,Telecommunications,Affluent Customer,N,1.00E+96,No,17
1091,Keith,Housden,Male,19,1980/4/15,,Health,Mass Customer,N,../../../../../../../../../../../etc/passwd%00,No,15
1092,Katlin,Creddon,Female,56,1935/8/22,VP Quality Control,Retail,Mass Customer,N,???????? ?????????,No,5
1093,Clarita,Penright,Female,63,1996/9/13,Business Systems Development Analyst,n/a,Affluent Customer,N,00??$-,No,5
1094,Shaughn,Salters,Male,48,1975/12/27,Dental Hygienist,Health,High Net Worth,N,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },No,19
1095,Emelda,Gerler,Female,2,1958/8/29,Project Manager,Health,Mass Customer,N,?? ? ? ? ? ? ? ??,No,6
1096,Jakie,Mungham,Male,33,1969/11/29,Software Test Engineer I,Health,High Net Worth,N,!@#$%^&*(),No,14
1097,Gwenora,Grabbam,Female,71,1968/1/31,Engineer II,Financial Services,Mass Customer,N,-1,Yes,18
1098,Maure,Crow,Female,99,1989/2/1,Administrative Assistant IV,Financial Services,Mass Customer,N,?????????????????,Yes,12
1099,Jarrett,Maffia,Male,12,1975/1/13,Tax Accountant,Manufacturing,Affluent Customer,N,??,Yes,11
1100,Cord,Braundt,Male,59,1983/1/2,Engineer I,Manufacturing,Mass Customer,N,???????? ?????????,No,15
1101,Haily,McWilliams,Female,76,1968/12/22,Senior Editor,n/a,Mass Customer,N,???????????????,No,15
1102,Stephana,Puzey,Female,16,1976/8/17,Recruiting Manager,Manufacturing,Affluent Customer,N,01-Feb,No,15
1103,Glynnis,Sailor,Female,76,1978/1/30,Financial Advisor,Financial Services,High Net Worth,N,???????????test???????????? ??????????,Yes,20
1104,Jewelle,Pincott,Female,82,1959/12/31,Programmer III,Retail,Mass Customer,N,1.00E+00,No,8
1105,Sherman,McCusker,Male,39,1990/2/10,General Manager,n/a,Mass Customer,N,??,No,18
1106,Sibyl,Bigmore,Female,2,1962/12/17,Software Consultant,Retail,Mass Customer,N,???? ? ? ? ? ? ? ? ? ? ? ? ? ? ?,No,15
1107,Maridel,Whitby,Female,70,1974/7/17,Social Worker,Health,High Net Worth,N,??nb??l? ?u???? ???olop ?? ???oq?l ?n ?unp??p???u?? ??od???? po??sn??? op p?s '???l? ?u???s??d??p? ??n?????suo? '????? ???s ??olop ??nsd?? ?????o??,No,18
1108,Ginnie,Farriar,Female,86,1962/3/6,Dental Hygienist,Health,Mass Customer,N,???????????????? ????????????????,No,17
1109,Nestor,Billingsley,Male,21,1989/9/1,Web Developer II,Entertainment,High Net Worth,N,??,No,6
1110,Lazar,Cherryman,Male,73,1991/3/17,Information Systems Manager,Retail,High Net Worth,N,??H????????e? ?????????w?h????o???????? ???????W??????a?????i??????????t??????s???? ??????B????????e??h????????i?????????????n?d?????? ???????????T????????h??????e????? ?????W???????a???????,No,12
1111,Zach,Maynard,Male,96,1960/3/4,Director of Sales,n/a,High Net Worth,N,???????,Yes,18
1112,Jarrett,Chiplin,Male,25,1981/5/22,,n/a,Mass Customer,N,00??$-,Yes,13
1113,Dorie,Willock,Male,45,1992/6/24,Recruiter,Property,Mass Customer,N,`?????????????????????,No,6
1114,Evonne,Southan,Female,96,1976/6/3,Structural Engineer,Retail,Mass Customer,N,??,No,14
1115,Merola,Stutard,Female,33,1970/1/18,Account Coordinator,n/a,High Net Worth,N,???? ? ? ? ? ? ? ? ? ? ? ? ? ? ?,Yes,17
1116,Tori,Coche,Female,59,1974/6/26,Assistant Manager,Health,Mass Customer,N,,Yes,16
1117,Georgena,Guilaem,Female,83,1975/12/1,Quality Engineer,n/a,Affluent Customer,N,1;DROP TABLE users,No,14
1118,Colline,Coulman,Female,95,1975/12/19,Sales Representative,Retail,Mass Customer,N,??????????????,Yes,9
1119,Lemmy,Bennit,Male,43,1976/10/9,,Entertainment,Mass Customer,N,?? ? ? ? ? ? ? ?,Yes,19
1120,Jacquelyn,Rowlinson,Female,87,1980/8/31,Web Developer IV,Retail,Affluent Customer,N,?????????????????,No,12
1121,Dione,Raithby,Female,30,1984/1/21,Registered Nurse,Health,Mass Customer,N,?????????,Yes,3
1122,Gerladina,Carney,Female,59,1985/12/19,,n/a,Mass Customer,N,?????I?????n???v????ok??????i?????????n??????????g?????????? ??t???h???e???? ??????f??????e??e??????l???i??????n????????g? ??o?????f????? ???????c?????????h????????a??????o??????s????????????.??,No,11
1123,Dominick,Downey,Male,50,1962/6/18,,Property,Mass Customer,N,0???? 1???? 2???? 3???? 4???? 5???? 6???? 7???? 8???? 9???? ?,No,13
1124,Eben,Threader,Male,36,1965/2/3,Health Coach III,Health,Affluent Customer,N,????????????????,Yes,9
1125,Raff,Everley,Male,25,1990/1/19,Software Test Engineer III,IT,Affluent Customer,N,1;DROP TABLE users,No,9
1126,Atlante,Sonley,Female,77,1973/9/27,Executive Secretary,n/a,Mass Customer,N,??(???????)??:*:,No,14
1127,Elly,Ormshaw,Female,30,1991/2/27,Physical Therapy Assistant,Financial Services,Mass Customer,N,"__??(,_,*)",No,8
1128,Kirsten,Longman,Female,47,1992/4/12,Financial Advisor,Financial Services,Mass Customer,N,??????????????????????,Yes,8
1129,Hercule,,Male,2,1977/6/29,VP Marketing,Entertainment,Mass Customer,N,1.00E+02,Yes,9
1130,Juli,Prine,Female,90,1964/12/6,Sales Associate,n/a,Mass Customer,N,01-Feb,No,16
1131,Sigmund,Barkworth,Male,16,1956/8/7,VP Marketing,n/a,Mass Customer,N,-1.00E+02,No,15
1132,Coriss,Darkott,Female,99,1985/8/1,Actuary,Financial Services,Affluent Customer,N,01-Feb,Yes,9
1133,Forrester,McFetridge,Male,88,1968/1/26,,Manufacturing,Affluent Customer,N,T???????o? ??i????????n???v??????o???????ke?????????????? ?t???????????h????????????e?????????? ?????????h?????????i??????????v???e??????????-m??i?n??????????d????????????? ?????????r???e?p??r????????e???????s?,No,6
1134,Sullivan,Scullion,Male,22,1994/9/30,Administrative Assistant IV,Financial Services,Affluent Customer,N,Z????????A????????L??????????G??O?????,No,3
1135,Mireielle,Avrasin,Female,60,1980/5/3,Software Engineer IV,Financial Services,Mass Customer,N,0,Yes,11
1136,Ivan,Blackhall,Male,72,1977/8/31,Executive Secretary,Property,High Net Worth,N,???????????test???????????? ??????????,No,7
1137,Jermayne,Hryniewicki,Male,46,1977/7/3,Business Systems Development Analyst,n/a,Mass Customer,N,00??$-,No,18
1138,Elli,Loxdale,Female,77,1991/9/21,Statistician I,Retail,Mass Customer,N,-1,Yes,5
1139,Shellysheldon,Wickey,Male,52,1982/9/15,Editor,Manufacturing,Mass Customer,N,1,Yes,16
1140,Deana,Rathbourne,Female,32,1986/2/25,Executive Secretary,n/a,Mass Customer,N,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },Yes,13
1141,Shannah,Gritsaev,Female,70,1981/9/19,,Financial Services,High Net Worth,N,??????,Yes,4
1142,Michal,Paiton,Male,95,1998/5/7,Desktop Support Technician,Telecommunications,Mass Customer,N,",???:*:????( ?? ? ?? )???:*:????",No,2
1143,Goraud,Boissieux,Male,64,1955/3/6,Office Assistant IV,Health,Mass Customer,N,?,Yes,6
1144,Damon,Phelip,Male,73,1996/12/12,Environmental Specialist,Health,High Net Worth,N,Z????????A????????L??????????G??O?????,Yes,5
1145,Korella,Begin,Female,80,1965/9/26,,Property,Mass Customer,N,?,Yes,14
1146,Hadleigh,Birley,Male,88,1992/8/31,Assistant Professor,Financial Services,High Net Worth,N,??test??,No,8
1147,Tate,Studholme,Male,71,1968/7/9,Health Coach II,Entertainment,High Net Worth,N,1/0,Yes,9
1148,Inigo,Ojeda,Male,60,1987/9/28,Statistician IV,Financial Services,High Net Worth,N,(???????????????? ?????,No,5
1149,Ki,Odo,Female,29,1967/9/30,Developer III,n/a,Affluent Customer,N,???,Yes,14
1150,Bernelle,Warwick,Female,64,1975/9/26,Information Systems Manager,Financial Services,Mass Customer,N,??????????????????,Yes,13
1151,Brena,Amburgy,Female,27,1965/4/6,VP Product Management,Argiculture,High Net Worth,N,NIL,Yes,19
1152,Humfrid,Ducket,Male,47,1998/6/23,Business Systems Development Analyst,Financial Services,Mass Customer,N,1'; DROP TABLE users--,Yes,3
1153,Mirilla,Lothlorien,Female,53,1995/1/17,Desktop Support Technician,Health,Mass Customer,N,??????????????????????,Yes,3
1154,Chase,Youd,Male,26,1974/11/24,Research Nurse,Health,Mass Customer,N,??????????????????????,Yes,20
1155,Janetta,Hartrick,Female,73,1994/1/15,VP Marketing,Property,Mass Customer,N,T???????o? ??i????????n???v??????o???????ke?????????????? ?t???????????h????????????e?????????? ?????????h?????????i??????????v???e??????????-m??i?n??????????d????????????? ?????????r???e?p??r????????e???????s?,Yes,9
1156,Breena,Risebrow,Female,22,1997/10/16,Marketing Assistant,Argiculture,Mass Customer,N,???,Yes,1
1157,Saunder,Camerati,Male,69,1974/4/3,Research Nurse,Health,Affluent Customer,N,????????????????,Yes,17
1158,Butch,Geertje,Male,85,1985/2/17,Senior Quality Engineer,n/a,Mass Customer,N,",???:*:????( ?? ? ?? )???:*:????",Yes,19
1159,Elbert,Bridgement,Male,94,1993/1/28,Librarian,Entertainment,Mass Customer,N,1.00E+02,No,1
1160,Trisha,Nisuis,Female,98,1965/4/8,Speech Pathologist,IT,Affluent Customer,N,<script>alert('hi')</script>,No,10
1161,Sibylle,Cutsforth,Female,86,1977/1/14,Senior Quality Engineer,Retail,Mass Customer,N,() { 0; }; touch /tmp/blns.shellshock1.fail;,No,15
1162,Ambrose,Raiston,Male,29,1990/4/13,Marketing Assistant,n/a,Mass Customer,N,??nb??l? ?u???? ???olop ?? ???oq?l ?n ?unp??p???u?? ??od???? po??sn??? op p?s '???l? ?u???s??d??p? ??n?????suo? '????? ???s ??olop ??nsd?? ?????o??,Yes,7
1163,Manolo,Dwire,Male,77,1981/11/13,Cost Accountant,Financial Services,High Net Worth,N,??H????????e? ?????????w?h????o???????? ???????W??????a?????i??????????t??????s???? ??????B????????e??h????????i?????????????n?d?????? ???????????T????????h??????e????? ?????W???????a???????,Yes,8
1164,Gilligan,Mowat,Female,97,1977/1/9,Food Chemist,Health,Mass Customer,N,1,Yes,17
1165,Fanni,Wakelin,Female,58,1993/6/23,Administrative Assistant IV,Financial Services,High Net Worth,N,',No,2
1166,Fannie,Devil,Female,40,1972/12/5,Quality Control Specialist,Health,Affluent Customer,N,??test??,No,8
1167,Elberta,Crickett,Female,20,1996/6/3,Software Test Engineer III,Health,Mass Customer,N,???,No,4
1168,Iosep,Shaddick,Male,44,1965/2/16,Pharmacist,Health,Affluent Customer,N,(??????????????? ?????),No,18
1169,Kessiah,Corden,Female,33,1967/8/9,Actuary,Financial Services,Mass Customer,N,1,Yes,13
1170,Lari,Rotte,Female,62,1964/11/30,Assistant Professor,IT,Mass Customer,N,???????????????? ????????????????,Yes,4
1171,Ilise,Solloway,Female,32,1971/8/15,Human Resources Manager,n/a,Affluent Customer,N,-$1.00,Yes,8
1172,Smith,Babbs,Male,48,1974/4/12,Recruiter,n/a,Mass Customer,N,????,Yes,17
1173,Gertie,Chaim,Female,58,1978/3/2,Statistician IV,Retail,High Net Worth,N,',No,16
1174,Shellysheldon,Gooderridge,U,9,,Executive Secretary,IT,Mass Customer,N,,No,
1175,Paige,Hodgin,Male,8,1985/9/22,Human Resources Manager,n/a,Mass Customer,N,??????????????,No,8
1176,Celia,Dockerty,Female,7,1976/1/16,Software Engineer IV,n/a,Affluent Customer,N,,Yes,7
1177,Bobbette,Pozzi,Female,47,1953/8/31,Food Chemist,Health,Affluent Customer,N,1.00E+02,Yes,6
1178,Angelo,Byne,Male,1,1970/5/26,Pharmacist,Health,Mass Customer,N,?????????????????????,No,13
1179,Kerry,Pashenkov,Male,56,1988/8/15,Media Manager IV,Financial Services,High Net Worth,N,,Yes,13
1180,Gaye,Quickenden,Female,48,1975/8/17,Account Representative I,Financial Services,Affluent Customer,N,?????(???????,No,10
1181,Brita,Plant,Female,2,1978/6/6,Tax Accountant,Argiculture,Mass Customer,N,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },No,8
1182,Carolann,Ottiwill,Female,84,1975/1/11,Data Coordiator,IT,Mass Customer,N,???????????????? ????????????????,Yes,7
1183,Joe,Shalliker,Male,50,1958/11/14,Media Manager II,n/a,Affluent Customer,N,"__??(,_,*)",No,6
1184,Auberta,Teodori,Female,89,1968/10/7,Social Worker,Health,Mass Customer,N,`?????????????????????,No,13
1185,Xena,Rossbrooke,Female,17,2000/7/23,VP Product Management,n/a,Mass Customer,N,??????????????????,Yes,2
1186,Brantley,Cecchi,Male,70,1977/5/28,Help Desk Operator,Manufacturing,Affluent Customer,N,-1,Yes,20
1187,Antonino,Hogben,Male,65,1998/10/21,,Financial Services,Mass Customer,N,?????????????????????,No,1
1188,Sally,Cominoli,Female,14,1984/2/23,Statistician IV,n/a,Affluent Customer,N,() { 0; }; touch /tmp/blns.shellshock1.fail;,Yes,4
1189,Mart,Bazoche,Male,22,1988/8/29,Geologist I,Health,High Net Worth,N,-1.00E+02,Yes,8
1190,Sib,Gilby,Female,67,1968/9/7,Assistant Professor,Financial Services,Affluent Customer,N,??,Yes,10
1191,Merrielle,Vegas,Female,20,1996/5/22,Director of Sales,n/a,Mass Customer,N,???????????????,Yes,1
1192,Hollyanne,McCarter,Female,31,1969/12/12,VP Quality Control,Manufacturing,Mass Customer,N,??test??,No,16
1193,Quintus,Whear,Male,58,1986/1/21,Safety Technician I,Retail,High Net Worth,N,../../../../../../../../../../../etc/hosts,No,5
1194,Audry,Scurrey,Female,69,1992/3/25,Junior Executive,Telecommunications,Affluent Customer,N,,No,3
1195,Ally,Folliott,Female,0,1978/3/22,VP Marketing,Telecommunications,Mass Customer,N,?????I?????n???v????ok??????i?????????n??????????g?????????? ??t???h???e???? ??????f??????e??e??????l???i??????n????????g? ??o?????f????? ???????c?????????h????????a??????o??????s????????????.??,No,18
1196,Phillie,Bradforth,Female,23,1998/3/19,Research Nurse,Health,Mass Customer,N,"''''""",No,2
1197,Isobel,Lampett,Female,44,1997/10/16,Professor,Financial Services,High Net Worth,N,0???? 1???? 2???? 3???? 4???? 5???? 6???? 7???? 8???? 9???? ?,Yes,5
1198,Alina,Rickson,Female,73,1973/9/30,Sales Representative,Retail,High Net Worth,N,",./;'[]\-=",No,7
1199,Ludovico,Bertot,Male,7,1958/6/14,VP Accounting,Financial Services,Affluent Customer,N,??H????????e? ?????????w?h????o???????? ???????W??????a?????i??????????t??????s???? ??????B????????e??h????????i?????????????n?d?????? ???????????T????????h??????e????? ?????W???????a???????,Yes,5
1200,Hedda,Lathom,Female,38,1974/4/30,Librarian,Entertainment,High Net Worth,N,??,No,18
1201,Stephani,Mellhuish,Female,42,1955/11/28,,Manufacturing,Mass Customer,N,00??$-,No,10
1202,Rollie,,Male,90,1992/2/26,Sales Representative,Retail,Mass Customer,N,<svg><script>0<1>alert('XSS')</script>,Yes,8
1203,Claresta,Carnier,Female,38,1988/5/6,Technical Writer,Health,Affluent Customer,N,Z????????A????????L??????????G??O?????,No,22
1204,Trudy,Huffy,Female,12,1971/3/24,Senior Developer,Manufacturing,Affluent Customer,N,?????????,Yes,16
1205,Barton,Baudts,Male,38,1978/6/5,Business Systems Development Analyst,Manufacturing,Affluent Customer,N,00??$-,No,13
1206,Lucina,Metcalf,Female,13,1978/5/7,Paralegal,Financial Services,Mass Customer,N,-1.00E+02,No,13
1207,Mabel,Marousek,Female,30,1997/9/25,Engineer IV,Health,Mass Customer,N,"??? ???? ??????? ????????????????, ?????????? ??????????????? ??? ????. ???? ????? ??????????? ????????? ????. ????? ???????????? ?????????????-???????? ??? ??????. ????????? ??????????? ???? ???, ?????? ?",No,1
1208,Lira,Durn,Female,23,1983/12/26,Budget/Accounting Analyst IV,Financial Services,Mass Customer,N,1,No,15
1209,Jacky,Jerosch,Male,40,1977/9/6,Senior Developer,Property,High Net Worth,N,../../../../../../../../../../../etc/passwd%00,Yes,11
1210,Shandie,Sprigg,U,81,,Programmer II,IT,Mass Customer,N,,No,
1211,Gunar,Petasch,Male,45,1978/7/23,VP Sales,Financial Services,Affluent Customer,N,?? ? ? ? ? ? ? ??,Yes,14
1212,Cindy,Freeborn,Female,28,1968/10/24,Legal Assistant,Property,Affluent Customer,N,??,No,13
1213,Matthieu,Schruur,Male,80,1973/10/21,Accounting Assistant II,n/a,High Net Worth,N,,No,15
1214,Martino,Shalcros,Male,0,1989/5/1,Internal Auditor,Property,High Net Worth,N,?,No,15
1215,Dyann,Turbard,Female,79,1967/2/26,VP Quality Control,Manufacturing,Mass Customer,N,",???:*:????( ?? ? ?? )???:*:????",No,11
1216,Frank,Vallerine,Female,15,1959/6/25,Software Test Engineer I,Telecommunications,Affluent Customer,N,?? ? ? ? ? ? ? ??,Yes,10
1217,Dulcinea,Janssen,Female,67,1968/8/19,Structural Engineer,Manufacturing,High Net Worth,N,',No,16
1218,Marlie,Lister,Female,12,1982/1/9,,n/a,Mass Customer,N,??(???????)??:*:,Yes,7
1219,Kaine,Parkeson,Male,93,1971/11/4,,Financial Services,Mass Customer,N,,No,14
1220,Paulie,Akerman,Male,12,1987/6/8,Editor,n/a,High Net Worth,N,???????????????,No,14
1221,Byrom,Draisey,Male,75,1995/9/25,VP Product Management,Health,High Net Worth,N,???????????????,Yes,14
1222,Barbey,Ville,Female,83,1970/11/1,Account Executive,Property,Mass Customer,N,() { 0; }; touch /tmp/blns.shellshock1.fail;,No,19
1223,Kristyn,,Female,19,1965/1/5,Senior Sales Associate,Manufacturing,Mass Customer,N,??????????,Yes,16
1224,Aundrea,Reisenberg,Female,9,1977/4/4,Junior Executive,Manufacturing,Mass Customer,N,-1,No,16
1225,Arte,Witchell,Male,5,1988/1/22,Clinical Specialist,Health,Mass Customer,N,/dev/null; touch /tmp/blns.fail ; echo,Yes,10
1226,Constantia,Sirr,Female,32,1981/3/16,Director of Sales,Health,Mass Customer,N,/dev/null; touch /tmp/blns.fail ; echo,Yes,13
1227,Carlina,Pencot,Female,63,1989/9/30,Software Engineer I,IT,Affluent Customer,N,?????????????????,Yes,12
1228,Marti,Bisterfeld,Female,43,1962/4/27,Senior Cost Accountant,Financial Services,Affluent Customer,N,?????????,No,6
1229,Sebastian,Trass,Male,38,2000/1/8,GIS Technical Architect,Manufacturing,Affluent Customer,N,-1,Yes,1
1230,Eben,Powley,Male,61,1985/7/24,,Financial Services,Mass Customer,N,?,Yes,10
1231,Aloisia,Shawel,Female,94,1973/7/28,Social Worker,Health,Affluent Customer,N,1.00E+96,No,18
1232,Stillmann,Wilfling,Male,83,1959/9/12,Help Desk Operator,Property,Affluent Customer,N,??????????????????????,No,20
1233,Keeley,Hawsby,Female,17,1978/7/7,,Retail,Affluent Customer,N,?,Yes,16
1234,Rancell,Yven,Male,87,1965/4/19,Geologist I,n/a,Mass Customer,N,-0.5,No,17
1235,Sharon,Cranage,Female,24,1969/2/28,Dental Hygienist,Health,Mass Customer,N,????,No,9
1236,Bryanty,Megarrell,Male,75,1974/5/21,Web Designer IV,Financial Services,High Net Worth,N,???????????????,Yes,18
1237,Junia,Humerstone,Female,6,1969/12/31,Research Nurse,Health,High Net Worth,N,"??????????????????, ?????????? ???????????, ????? ?????????????????, ???????? ????????????",No,16
1238,Steward,Beedham,Male,24,1978/6/1,Graphic Designer,n/a,Affluent Customer,N,(???? ? ????),Yes,6
1239,Carroll,Cobbin,Male,9,1978/2/28,,n/a,Mass Customer,N,-1.00E+02,Yes,17
1240,Pen,Earey,Female,64,1965/5/13,Sales Associate,Manufacturing,Mass Customer,N,00??$-,Yes,19
1241,Lolly,Junkison,Female,23,1986/3/22,Pharmacist,Health,Affluent Customer,N,1'; DROP TABLE users--,Yes,11
1242,Bartholomeo,Meeke,Male,36,1973/2/4,Human Resources Assistant III,Property,High Net Worth,N,"<>?:""{}|_+",Yes,18
1243,Robbert,Blakey,Male,73,1953/8/9,Research Assistant II,Retail,Mass Customer,N,"""'",No,8
1244,Glenn,Tinham,U,80,,Financial Analyst,Financial Services,Mass Customer,N,,Yes,
1245,Erin,Shawell,Male,34,1994/5/31,Product Engineer,Manufacturing,Affluent Customer,N,1,No,1
1246,Ibrahim,Wibrew,Male,94,1993/8/10,,n/a,High Net Worth,N,test??test??,No,6
1247,Hildagarde,Eyrl,Female,15,1960/10/5,Geologist I,Entertainment,Affluent Customer,N,??H????????e? ?????????w?h????o???????? ???????W??????a?????i??????????t??????s???? ??????B????????e??h????????i?????????????n?d?????? ???????????T????????h??????e????? ?????W???????a???????,No,11
1248,Genia,Bartel,Female,31,1963/12/18,General Manager,n/a,Affluent Customer,N,-1.00E+02,Yes,7
1249,Tabb,McKeowon,Male,11,1967/10/31,,Telecommunications,Mass Customer,N,Z????????A????????L??????????G??O?????,No,16
1250,Jacklyn,Kewley,Female,42,2001/11/2,Help Desk Technician,Manufacturing,Mass Customer,N,0/0,No,1
1251,Codie,Arnecke,Male,63,1997/10/1,Desktop Support Technician,Property,Mass Customer,N,???,No,2
1252,Les,Ellwood,Male,46,1965/1/16,Recruiting Manager,Manufacturing,Mass Customer,N,?????????T?????????h???e??????????? ?????????N???e???z??????p??????????e???????r???????????d?????????i?????????a???????n?? ???????h???i???v???e????-????????m??????i?????n??d??? ??????o?????????,Yes,14
1253,Mahalia,,Female,81,1996/8/19,Research Assistant I,Manufacturing,Mass Customer,N,1.00E+02,No,5
1254,Quillan,McDuffie,Male,60,1958/12/18,Graphic Designer,Retail,Mass Customer,N,null,Yes,5
1255,Erhart,Glazebrook,Male,5,1982/5/20,,Health,Affluent Customer,N,01-Feb,No,11
1256,Granny,Lukes,Male,8,1986/5/11,Food Chemist,Health,High Net Worth,N,../../../../../../../../../../../etc/passwd%00,No,9
1257,Prentiss,MacVicar,Male,40,1972/6/19,Assistant Professor,Property,Affluent Customer,N,???,Yes,9
1258,Nefen,Ferriere,Male,89,1978/4/21,Geological Engineer,Manufacturing,Mass Customer,N,??????????????????,No,6
1259,Emmi,Dymock,Female,23,1973/11/24,Assistant Professor,Financial Services,Mass Customer,N,??(???????)??:*:,No,9
1260,Fremont,Spawton,Male,92,1989/10/1,Tax Accountant,Property,Mass Customer,N,?????I?????n???v????ok??????i?????????n??????????g?????????? ??t???h???e???? ??????f??????e??e??????l???i??????n????????g? ??o?????f????? ???????c?????????h????????a??????o??????s????????????.??,No,9
1261,Candice,Lohde,Female,61,1971/2/16,Legal Assistant,Manufacturing,Mass Customer,N,???,No,4
1262,Aindrea,MacConchie,Female,90,1967/12/7,Technical Writer,n/a,High Net Worth,N,???????????????,Yes,19
1263,Elliot,Posselow,Male,41,1973/6/16,Nurse,Manufacturing,Affluent Customer,N,NULL,No,8
1264,Michail,Heart,Male,48,1994/2/28,,Health,Mass Customer,N,???????? ?????????,Yes,7
1265,Kipper,Monck,Male,72,1987/7/22,Biostatistician I,Property,Mass Customer,N,-1,Yes,2
1266,Harry,,Male,68,1978/5/2,Human Resources Manager,Health,Mass Customer,N,0/0,Yes,10
1267,Leopold,Dainton,Male,39,1979/6/3,Safety Technician IV,Entertainment,Affluent Customer,N,1.00E+02,Yes,19
1268,Baudoin,McCartney,Male,20,1989/12/6,,Financial Services,High Net Worth,N,../../../../../../../../../../../etc/passwd%00,Yes,2
1269,Ravid,Kilgallon,Male,56,1990/8/25,Account Coordinator,Property,High Net Worth,N,-1,Yes,7
1270,Cullen,Langshaw,Male,72,1983/2/27,Paralegal,Financial Services,Affluent Customer,N,???????????????? ????????????????,No,10
1271,Jo-anne,Pringer,Female,71,1994/7/11,Accounting Assistant II,Telecommunications,Mass Customer,N,??????,Yes,6
1272,Nettie,Bulfit,Female,2,1985/4/4,,Manufacturing,Affluent Customer,N,-1.00E+02,No,17
1273,Hieronymus,Whinray,Male,48,1974/7/31,General Manager,Financial Services,Affluent Customer,N,??,Yes,14
1274,Emmerich,Tinkler,Male,12,1977/11/16,Mechanical Systems Engineer,Manufacturing,Mass Customer,N,(??????????????? ?????),No,20
1275,Francisca,Whittek,Female,70,1966/1/10,General Manager,Health,Mass Customer,N,',Yes,8
1276,Farrel,Waiting,Male,24,1964/6/7,Dental Hygienist,Health,Affluent Customer,N,?????????T?????????h???e??????????? ?????????N???e???z??????p??????????e???????r???????????d?????????i?????????a???????n?? ???????h???i???v???e????-????????m??????i?????n??d??? ??????o?????????,No,4
1277,Elias,Gerrie,Male,26,1972/12/26,Help Desk Technician,n/a,Mass Customer,N,1,Yes,9
1278,Betsy,Schruurs,Female,14,1998/11/15,Pharmacist,Health,Affluent Customer,N,????,No,2
1279,Burr,Lygoe,Male,30,1962/8/12,Staff Accountant I,Financial Services,Mass Customer,N,T???????o? ??i????????n???v??????o???????ke?????????????? ?t???????????h????????????e?????????? ?????????h?????????i??????????v???e??????????-m??i?n??????????d????????????? ?????????r???e?p??r????????e???????s?,No,20
1280,Horacio,Peyntue,Male,71,1978/1/24,Marketing Assistant,Manufacturing,High Net Worth,N,"__??(,_,*)",Yes,15
1281,Leighton,Zisneros,Male,29,1968/7/7,Administrative Assistant III,Manufacturing,Affluent Customer,N,?,Yes,16
1282,Garald,Pidler,Male,99,1980/11/15,Programmer Analyst III,Entertainment,Affluent Customer,N,00??$-,Yes,14
1283,Tory,Minnette,Female,43,1994/8/23,Clinical Specialist,Health,Mass Customer,N,?,No,1
1284,Alexis,Aronov,Male,30,1976/1/28,Junior Executive,Entertainment,Affluent Customer,N,??????????,No,11
1285,Tomkin,Fudge,Male,44,1973/5/23,Office Assistant III,Manufacturing,Mass Customer,N,null,Yes,12
1286,Mina,Clawley,Female,83,1975/6/28,Senior Quality Engineer,Manufacturing,High Net Worth,N,-0.5,Yes,16
1287,Nicko,Saddleton,Male,72,1960/10/23,Systems Administrator I,Financial Services,Mass Customer,N,??,Yes,20
